club,sofifa_id,short_name,age,dob,height_cm,weight_kg
Leeds United,206534,P. Bamford,25,1993-09-05,185,71
CD Aves,209830,Q. Beunardeau,25,1994-02-27,184,78
FC Nantes,210112,C. Benavente,25,1994-05-19,172,68
Swansea City,210386,K. Peterson,24,1994-11-28,185,79
Granada CF,211231,R. Azeez,26,1992-12-12,170,67
Sparta Praha,211250,U. Radaković,25,1994-03-31,192,87
Rayo Vallecano,211348,S. Dimitrievski,25,1993-12-25,188,81
Reading,211506,J. Swift,24,1995-06-23,182,73
Toulouse Football Club,212401,S. Moreira,24,1994-08-13,179,75
FC Utrecht,213613,S. Gustafson,24,1995-01-20,185,78
River Plate,214436,P. Díaz,24,1994-08-25,180,70
SC Paderborn 07,214948,S. Schonlau,24,1994-08-05,185,77
Rosario Central,215152,A. Allione,24,1994-10-28,169,69
RSC Anderlecht,216334,P. Gerkens,24,1995-02-17,179,67
Yokohama F. Marinos,216391,Erik,24,1994-07-18,170,64
AEK Athens,216523,M. Oikonomou,26,1992-10-06,189,85
Hannover 96,218341,J. Elez,25,1994-04-25,189,87
Elche CF,219180,Dani Calvo,25,1994-04-01,190,82
Vitesse,219409,V. Karavaev,24,1995-05-20,175,70
Olympique de Marseille,220029,S. Khaoui,24,1995-04-27,182,68
FC Girondins de Bordeaux,223510,A. Mendy,25,1994-03-20,184,86
Bologna,224378,M. Bani,25,1993-12-10,188,81
KAA Gent,224970,J. Dompé,23,1995-08-12,170,65
KAS Eupen,225440,Carlos Embaló,24,1994-11-25,175,74
San Jose Earthquakes,226385,C. Espinoza,24,1995-04-03,173,70
Royal Antwerp FC,226877,Ivo Rodrigues,24,1995-03-30,179,72
Hokkaido Consadole Sapporo,229949,Anderson Lopes,25,1993-09-15,185,82
Hungary,231493,L. Kleinheisler,25,1994-04-08,173,70
Royal Antwerp FC,232655,S. Juklerød,25,1994-05-18,187,80
1. FC Nürnberg,235419,N. Dovedan,24,1994-07-06,172,71
FC Lorient,236621,P. Hamel,25,1994-02-03,189,76
Antalyaspor,238660,N. Sangaré,25,1994-05-30,185,72
En Avant de Guingamp,239210,F. Eboa Eboa,22,1997-04-19,186,80
FC Utrecht,190947,D. Jensen,27,1992-03-25,195,92
RSC Anderlecht,198705,A. Najar,26,1993-03-16,170,69
Stoke City,199550,B. Martins Indi,27,1992-02-08,185,76
Russia,200094,M. Ozdoev,26,1992-11-05,184,78
Sheffield United,200765,M. Bešić,26,1992-09-10,180,80
BSC Young Boys,201342,F. Sørensen,27,1992-04-14,194,88
KV Kortrijk,201438,H. Van Der Bruggen,26,1993-04-01,180,74
FC St. Pauli,201877,M. Møller Dæhli,24,1995-03-02,175,73
FC Utrecht,202547,J. Bahebeck,26,1993-05-01,182,76
Middlesbrough,203304,B. Assombalonga,26,1992-12-06,178,78
Çaykur Rizespor,203435,I. Diomandé,26,1992-08-28,183,82
Empoli,203780,F. Veseli,26,1992-11-20,183,80
Aalborg BK,204163,J. Okore,26,1992-08-11,183,80
Middlesbrough,204412,G. Saville,26,1993-06-01,176,73
Fenerbahçe SK,208159,M. Frey,24,1994-07-19,189,89
Norwich City,208892,S. Byram,25,1993-09-16,183,72
FC Metz,211099,O. Nguette,24,1994-07-08,182,76
SC Freiburg,211738,M. Flekken,26,1993-06-13,195,87
Beşiktaş JK,212225,E. Roco,26,1992-08-16,192,79
Columbus Crew SC,212424,W. Trapp,26,1993-01-15,173,68
Montreal Impact,213092,S. Piette,24,1994-11-12,171,79
IFK Norrköping,213813,A. Fransson,25,1994-04-02,180,74
Club Atlético Colón,214323,G. Celis,26,1993-05-08,178,73
Deportes Tolima,214358,J. Nieto,26,1993-02-25,178,74
Sassuolo,214622,J. Toljan,24,1994-08-08,182,74
Club Atlético Colón,215070,G. Ortíz,26,1992-08-09,183,76
Club Atlético Huracán,215076,L. Faravelli,26,1993-03-29,177,73
Vitória Guimarães,217085,V. García,25,1994-06-11,178,71
KAA Gent,217242,Y. Kubo,25,1993-12-24,178,73
Perugia,220061,N. Gyömbér,26,1992-07-03,189,74
Bologna,220084,C. Falletti,26,1992-12-02,170,65
RCD Mallorca,220355,Alex Alegría,26,1992-10-10,191,84
Spezia,220513,F. Ricci,25,1994-05-27,175,63
Wolverhampton Wanderers,220685,Léo Bonatini,25,1994-03-28,184,83
San Lorenzo de Almagro,221250,G. Poblete,26,1993-01-02,173,63
Crystal Palace,221269,J. Riedewald,22,1996-09-09,182,79
Fortuna Düsseldorf,221797,E. Thommy,24,1994-08-20,174,70
Empoli,222959,S. Moreo,26,1993-06-30,190,75
Bristol City,223283,F. Diedhiou,26,1992-12-15,189,80
Stade de Reims,224368,M. Doumbia,24,1994-08-15,173,68
Spartak Moscow,224719,A. Tashaev,25,1994-06-23,179,75
FC Zürich,225114,M. Mahi,25,1994-03-13,181,69
Club Necaxa,227227,D. Álvarez,24,1994-07-22,176,70
Al Shabab,227785,C. Guanca,26,1993-03-26,178,78
Sint-Truidense VV,228981,Y. Boli,25,1993-11-17,181,78
New York Red Bulls,229404,A. Tarek,27,1992-05-17,191,88
FC Utrecht,231601,Dalmau,25,1994-03-23,181,74
Egypt,233600,A. Warda,25,1993-09-17,179,77
Medipol Başakşehir FK,234716,J. Attamah,25,1994-05-22,180,80
SC Freiburg,234875,L. Höler,24,1994-07-10,184,83
RCD Mallorca,234933,A. Sedlar,27,1991-12-13,178,79
Moreirense FC,235002,L. Rosić,26,1993-06-29,190,82
Club Atlético Talleres,235047,J. Menéndez,25,1994-03-05,166,62
FC Paços de Ferreira,235210,Pedrinho,26,1992-12-20,170,68
KAA Gent,235812,G. Kvilitaia,25,1993-10-01,193,82
BSC Young Boys,235996,N. Moumi Ngamaleu,24,1994-07-09,182,74
Los Angeles FC,237153,L. Blessing,22,1996-12-30,165,64
Clube Sport Marítimo,237419,A. Abedzadeh,26,1993-04-26,186,80
Vitória Guimarães,238830,Alexandre Guedes,25,1994-02-11,185,77
SC Paderborn 07,239073,C. Antwi-Adjej,25,1994-02-07,173,72
Norwich City,239322,C. Zimmermann,26,1993-01-12,194,92
Real Oviedo,241731,Y. Bárcenas,25,1993-10-23,175,75
Genoa,241775,J. El Yamiq,27,1992-02-29,190,83
Dynamo Kyiv,244381,A. Shabanov,27,1992-03-07,189,79
Atiker Konyaspor,244709,M. Jevtović,25,1993-07-24,194,82
SK Slavia Praha,247036,A. Helal,26,1993-06-12,194,87
West Bromwich Albion,186158,K. Bartley,28,1991-05-22,194,94
Club Atlético Lanús,186695,E. Muñoz,28,1990-10-08,185,78
U.N.A.M.,187208,A. Saldívar,29,1990-02-09,183,78
Servette FC,188538,V. Sasso,28,1991-02-16,190,82
Hull City,190549,M. Henriksen,26,1992-07-25,187,80
Rangers FC,193182,W. Foderingham,28,1991-01-14,185,75
Slovenia,193336,V. Belec,29,1990-06-06,192,84
Chelsea,200138,M. Hector,26,1992-07-19,193,82
Chelsea,203038,Lucas Piazon,25,1994-01-20,182,73
Sporting de Charleroi,203633,M. Bruno,25,1993-09-17,178,74
Rayo Vallecano,204826,A. Ba,28,1991-01-01,197,79
Malmö FF,205210,O. Lewicki,26,1992-07-14,171,68
US Salernitana 1919,205343,J. Akpa Akpro,26,1992-10-11,180,71
Lech Poznań,208160,D. Jevtić,26,1993-02-08,182,75
ESTAC Troyes,208862,J. Giraudon,27,1992-01-16,184,66
Club Tijuana,210814,J. Velázquez,28,1990-10-23,184,80
Watford,213750,K. Sema,25,1993-09-30,180,69
Deportivo de La Coruña,213937,Aketxe,25,1993-12-30,174,69
Rosario Central,215010,E. Brítez,27,1992-03-26,180,78
Vissel Kobe,216191,Dankler,27,1992-01-24,186,81
Fortuna Sittard,216289,M. Diemers,25,1993-10-11,175,70
Querétaro,216520,J. Güemez,27,1991-10-17,176,80
Kasimpaşa SK,217007,M. Thiam,26,1992-10-09,185,79
Al Hilal,221370,M. Al Buraik,26,1992-09-15,173,58
Club Atlas,223593,J. Correa,26,1992-10-23,187,85
Olympiacos CFP,223922,A. Bouchalakis,26,1993-04-05,188,84
CA Osasuna,224003,Sergio Herrera,26,1993-06-06,192,82
San Lorenzo de Almagro,224459,V. Salazar,26,1993-05-26,175,67
Hamburger SV,225206,K. Narey,24,1994-07-23,180,75
Sporting CP,225402,Bruno Gaspar,26,1993-04-21,176,68
Santa Clara,229282,Thiago Santana,26,1993-02-04,184,79
Vitória Guimarães,230117,Jhonatan,28,1991-05-08,189,79
FC Groningen,235544,S. Memišević,25,1993-08-13,185,77
Sparta Praha,240034,L. Štetina,27,1991-07-28,188,87
Cardiff City,184436,A. Smithies,29,1990-03-05,188,88
Leeds United,186156,L. Ayling,27,1991-08-25,185,72
LA Galaxy,188485,D. Polenta,27,1992-02-06,185,87
Panathinaikos FC,189300,M. Johansson,27,1992-02-16,171,64
New York City FC,190780,S. Johnson,30,1989-05-31,190,98
West Bromwich Albion,192495,R. Sawyers,27,1991-11-02,185,67
Fortuna Düsseldorf,192567,M. Zimmermann,27,1992-06-16,177,76
Leeds United,193910,A. Forshaw,27,1991-10-08,174,71
Sheffield Wednesday,194015,J. Börner,28,1991-01-21,188,86
U.N.A.M.,199151,J. Iturbe,26,1993-06-04,169,62
Viktoria Plzeň,199244,L. Hejda,29,1990-03-09,189,85
FC Basel 1893,199504,T. Xhaka,28,1991-03-28,172,72
KV Oostende,199651,Fernando Canesín,27,1992-02-27,176,70
VVV-Venlo,199809,T. Sušić,27,1992-02-13,186,80
SD Huesca,200519,Pulido,28,1991-04-08,186,72
SK Rapid Wien,200918,C. Knasmüllner,27,1992-04-30,181,70
TSG 1899 Hoffenheim,201290,R. Žulj,27,1992-02-05,189,89
Udinese,201363,R. Matos,26,1993-02-27,180,70
Norwich City,201368,K. McLean,27,1992-01-08,183,70
Hungary,201751,I. Kovács,27,1992-03-27,171,66
UD Almería,203581,I. Balliu,27,1992-01-01,172,63
1. FC Nürnberg,203725,V. Misidjan,25,1993-07-24,173,70
Crotone,203782,A. Benali,27,1992-02-07,173,66
Stoke City,203783,T. Smith,27,1992-04-14,186,84
Frosinone,204250,M. Trotta,26,1992-09-29,188,85
Gençlerbirliği SK,204684,M. Seuntjens,27,1992-04-17,187,81
FC Nantes,205243,M. Wagué,28,1991-02-21,191,85
San Jose Earthquakes,205401,Vako,26,1993-01-29,175,80
KSV Cercle Brugge,206577,S. Peeters,27,1992-02-09,188,74
Wuhan Zall,207676,Rafael Silva,27,1992-04-04,179,73
Vitesse,208045,O. Tannane,25,1994-03-23,177,80
Reading,208052,A. Yiadom,27,1991-12-02,180,75
Nîmes Olympique,209430,R. Ripart,26,1993-03-14,181,73
Holstein Kiel,209485,A. Mühling,26,1992-09-05,186,84
Vitória Guimarães,210377,João Teixeira,26,1993-01-18,177,69
Al Hilal,210603,Y. Al Shahrani,27,1992-05-25,170,61
Houston Dynamo,210879,A. Struna,28,1990-08-04,188,84
Al Ahli,210923,M. Al Owais,27,1991-10-10,187,79
Real Oviedo,211556,Carlos Hernández,28,1990-09-15,185,81
DSC Arminia Bielefeld,211891,A. Voglsammer,27,1992-01-09,178,81
Columbus Crew SC,212478,G. Zardes,27,1991-09-02,186,84
Dijon FCO,213030,J. Marié,27,1991-09-29,177,73
Pachuca,214129,S. Barreiro,25,1994-06-19,189,78
Club Tijuana,214168,J. Rojas,26,1993-01-07,168,70
Club Atlético Huracán,214671,R. Gómez,26,1993-01-02,166,64
Club Atlético Colón,215139,E. Olivera,29,1990-04-02,180,73
San Lorenzo de Almagro,215181,G. Peruzzi,27,1992-06-09,178,71
Standard de Liège,215927,R. Emond,27,1991-12-05,186,73
VfL Bochum 1848,216283,Danilo,27,1991-10-29,170,72
Al Shabab,218216,F. Ben Mustapha,30,1989-07-01,194,82
Crotone,219496,Simy,27,1992-05-07,198,84
CA Osasuna,219652,Rober Ibáñez,26,1993-03-22,178,71
FC Seoul,223489,A. Pešić,27,1992-05-21,190,87
Santos Laguna,223685,O. Rivero,27,1992-01-24,187,82
Empoli,224508,L. Mancuso,27,1992-05-26,182,77
Club Atlético Lanús,224975,Tiago,29,1990-06-17,191,89
Al Ahli,225060,M. Hawsawi,27,1992-02-17,180,77
Deportivo Toluca,227591,A. Canelo,27,1992-02-03,180,83
Cerezo Osaka,228124,M. Jonjić,28,1991-01-29,187,83
Minnesota United FC,228312,R. Lod,26,1993-04-17,181,82
Stade Malherbe Caen,230560,A. Issoko,27,1992-04-06,183,75
Standard de Liège,232183,C. Fai,26,1992-08-13,167,70
Lech Poznań,234949,João Amaral,27,1991-09-07,172,67
Club Brugge KV,239593,K. Rezaei,27,1992-04-05,185,79
Paris FC,243867,O. Kanté,29,1989-09-21,185,83
Defensa y Justicia,245062,J. González,27,1992-06-28,177,73
FCSB (Steaua),248020,B. Planić,27,1992-01-19,191,85
Malmö FF,46175,M. Rosenberg,36,1982-09-27,184,81
San Lorenzo de Almagro,48745,F. Coloccini,37,1982-01-22,184,83
Celtic,53110,C. Gordon,36,1982-12-31,193,83
Manchester United,53739,L. Grant,36,1983-01-27,193,83
Derby County,54033,T. Huddlestone,32,1986-12-28,188,80
Spezia,102064,C. Terzi,35,1984-06-19,180,69
Fortuna Düsseldorf,121937,M. Rensing,35,1984-05-14,190,91
Hellas Verona,137361,G. Pazzini,34,1984-08-02,180,78
US Salernitana 1919,137460,A. Rosina,35,1984-01-31,170,69
Empoli,137774,D. Maietta,36,1982-08-03,184,75
Gamba Osaka,140196,Y. Endo,39,1980-01-28,178,75
SV Zulte-Waregem,142258,S. Bossut,33,1985-08-11,187,80
CD Tenerife,142499,Aitor Sanz,34,1984-09-13,181,71
Club Atlético Banfield,142592,I. Damonte,37,1982-01-06,176,72
Unión de Santa Fe,142762,J. Bottinelli,34,1984-09-14,180,79
Club Atlético Aldosivi,143598,L. Pocrnjic,37,1981-08-04,192,86
Crotone,149258,A. Cordaz,36,1983-01-01,188,83
Amiens SC,150590,C. Jallet,35,1983-10-31,178,70
Sampdoria,152922,E. Barreto,34,1984-07-15,180,79
Al Shabab,155463,V. Găman,30,1989-02-25,191,82
Atlético Tucumán,156483,C. Lucchetti,41,1978-06-26,182,69
Estudiantes de La Plata,157219,G. Fernández,35,1983-10-12,171,70
Manchester City,157804,S. Carson,33,1985-09-03,190,86
KAA Gent,158375,N. Asare,32,1986-07-11,173,66
1. FC Union Berlin,158394,K. Reichel,32,1986-12-19,185,84
Universidad de Chile,158851,J. Beausejour,35,1984-06-01,178,83
Colo-Colo,158956,J. Barroso,34,1985-01-16,175,71
Paris FC,159043,J. Pitroipa,33,1986-04-12,176,60
Real Oviedo,163056,N. Champagne,34,1985-01-20,190,82
Burnley,163261,P. Bardsley,34,1985-06-28,180,79
Montreal Impact,163419,B. Sagna,36,1983-02-14,176,73
KV Oostende,163492,N. Lombaerts,34,1985-03-20,187,80
SC Braga,163873,Eduardo,36,1982-09-19,188,84
Atlanta United,164505,B. Guzan,34,1984-09-09,193,95
Fiorentina,164985,C. Théréau,36,1983-04-24,189,79
Stoke City,165321,S. Ward,33,1985-08-20,186,80
San Lorenzo de Almagro,165493,N. Navarro,34,1985-03-25,191,87
Kalmar FF,167599,R. Elm,31,1988-03-17,184,75
PFC CSKA Moscow,167601,K. Nababkin,32,1986-09-08,184,77
Sparta Praha,167812,S. Kaya,28,1991-02-24,183,80
Racing Club de Lens,167933,Y. Cahuzac,34,1985-01-18,178,72
En Avant de Guingamp,167936,J. Sorbon,35,1983-08-05,183,79
Real Oviedo,168930,Omar Ramos,31,1988-01-26,176,67
Fortuna Düsseldorf,169345,M. Suttner,32,1987-04-16,179,74
SPAL,169386,S. Floccari,37,1981-11-12,180,79
Stoke City,169596,R. Shawcross,31,1987-10-04,191,76
Middlesbrough,170039,R. Shotton,30,1988-09-30,191,84
Real Oviedo,171087,Christian Fernández,33,1985-10-15,182,77
UD Las Palmas,172013,De la Bella,33,1985-12-02,182,79
Monterrey,172077,J. Basanta,35,1984-04-03,188,78
AD Alcorcón,172317,David Fernández,34,1985-04-06,186,81
KV Mechelen,172649,O. Kaya,33,1986-04-20,167,69
Western United FC,172882,P. Kone,31,1987-07-26,182,75
Frosinone,173132,F. Dionisi,32,1987-06-16,179,68
Parma,173162,F. Ceravolo,32,1987-03-05,180,73
Sporting Kansas City,173370,B. Feilhaber,34,1985-01-19,175,74
Boavista FC,175391,Mateus,35,1984-06-19,176,75
Royal Antwerp FC,175932,R. De Laet,30,1988-11-28,186,77
Kashima Antlers,176345,Kwoun Sun Tae,34,1984-09-11,184,85
Jeonbuk Hyundai Motors,176346,Choi Chul Soon,32,1987-02-08,175,68
Granada CF,176619,A. Ramos,33,1986-01-22,186,78
Birmingham City,176841,L. Jutkiewicz,30,1989-03-28,185,77
Deportes Iquique,176903,M. Iturra,35,1984-06-23,174,73
CD Tenerife,177522,Suso Santana,34,1985-03-02,172,62
Antalyaspor,177782,H. Özmert,34,1985-06-03,183,80
Legia Warszawa,177790,A. Jędrzejczyk,31,1987-11-04,189,78
Boavista FC,178087,Bueno,31,1988-03-20,179,67
Cádiz CF,178171,Sergio Sánchez,33,1986-04-03,185,84
US Salernitana 1919,178393,A. Cerci,31,1987-07-23,180,78
US Cremonese,178475,D. Ciofani,33,1985-07-31,190,82
Boavista FC,178571,Bracali,38,1981-05-05,185,80
Atiker Konyaspor,178600,U. Demirok,30,1988-07-08,190,85
Dinamo Zagreb,179565,M. Gavranović,29,1989-11-24,175,76
SV Darmstadt 98,179891,M. Heller,33,1986-02-12,176,70
Göztepe SK,179972,E. Derdiyok,31,1988-06-12,191,92
Chongqing Dangdai Lifan FC SWM Team,180281,Fernandinho Silva,33,1985-11-25,171,70
Kawasaki Frontale,180754,K. Nakamura,38,1980-10-31,175,66
Sheffield United,180818,D. McGoldrick,31,1987-11-29,183,74
Viktoria Plzeň,181256,M. Kozáčik,35,1983-12-27,193,88
Bolivia,181375,M. Martins,32,1987-06-18,187,82
Sydney FC,181479,A. Wilkinson,34,1984-08-13,187,85
Shandong Luneng TaiShan FC,182343,Hao Junmin,32,1987-03-24,178,78
Guangzhou Evergrande Taobao FC,182411,Yu Hanchao,32,1987-02-25,178,65
Nagoya Grampus,182435,M. Langerak,30,1988-08-22,193,84
RC Celta,183068,C. Beauvue,31,1988-04-16,174,66
Club Atlético Huracán,183177,L. Barrios,34,1984-11-13,188,84
SK Slavia Praha,183211,M. Škoda,33,1986-01-16,190,86
FC Augsburg,183220,J. Morávek,29,1989-11-01,180,77
FC Lorient,183287,F. Lemoine,32,1987-03-16,175,70
Stade Malherbe Caen,183361,A. Weber,32,1987-06-11,190,82
Swansea City,183567,E. Mulder,30,1989-03-03,193,88
Valenciennes FC,183955,T. Chevalier,32,1987-06-28,178,77
En Avant de Guingamp,183982,N. Roux,31,1988-03-01,182,78
Standard de Liège,184136,Orlando Sá,31,1988-05-26,188,85
Portimonense SC,184139,Ricardo Ferreira,29,1989-12-03,188,82
Ulsan Hyundai FC,184220,M. Diskerud,28,1990-10-02,184,73
MKE Ankaragücü,185010,M. Pazdan,31,1987-09-21,181,78
Benevento,185144,M. Coda,30,1988-11-10,184,72
Göztepe SK,185260,D. Kadah,33,1986-03-02,188,80
Molde FK,185394,V. Forren,31,1988-02-16,186,88
Aston Villa,185427,O. Nyland,28,1990-09-10,192,90
Lokomotiv Moscow,186347,M. Rybus,29,1989-08-19,173,75
Middlesbrough,186385,A. Clayton,30,1989-01-14,175,75
Al Wehda,186567,K. Adénon,33,1985-07-28,180,72
Swansea City,186598,K. Naughton,30,1988-11-11,180,73
Gazişehir Gaziantep F.K.,186651,G. Vural,31,1988-06-11,177,65
Rayo Vallecano,186681,Alberto,34,1985-02-09,182,77
Nottingham Forest,186783,A. Adomah,31,1987-12-13,182,74
Birmingham City,186805,J. Montero,29,1989-09-01,173,70
Fortuna Düsseldorf,186941,R. Wolf,31,1988-06-06,190,86
Stoke City,187084,M. Diouf,31,1987-12-16,185,79
Querétaro,187478,J. Pereira,32,1986-07-07,183,80
Al Taawoun,188000,Sandro Manoel,30,1988-07-23,176,77
KV Oostende,188070,R. Vargas,32,1986-12-02,174,70
Vegalta Sendai,188124,Simao Mate,30,1988-07-23,178,76
ADO Den Haag,188157,L. Immers,33,1986-06-08,187,78
CD Palestino,188269,R. Gutiérrez,36,1983-04-18,177,76
Cagliari,188334,F. Cacciatore,32,1986-10-08,182,85
RCD Mallorca,188335,A. Budimir,27,1991-07-22,190,75
AZ Alkmaar,188416,S. Wuytens,29,1989-10-08,183,74
Cittadella,188499,M. Iori,37,1982-03-12,182,72
Chievo Verona,188506,R. Meggiorini,33,1985-09-04,182,78
Benevento,188541,P. Schiattarella,32,1987-05-30,178,73
Benevento,188616,M. Sau,31,1987-11-03,169,65
Sparta Praha,188871,L. Kozák,30,1989-05-30,193,88
AD Alcorcón,188930,Laure,34,1985-03-22,171,68
Parma,188949,L. Siligardi,31,1988-01-26,180,72
SPAL,189118,Thiago Cionek,33,1986-04-21,183,80
Juventus,189342,C. Pinsoglio,29,1990-03-16,194,85
San Jose Earthquakes,189397,F. Jungwirth,30,1989-01-27,181,80
Frosinone,189436,L. Ariaudo,30,1989-06-11,186,79
Lecce,189485,Diego Farías,29,1990-05-10,173,66
Lecce,189557,A. Rispoli,30,1988-09-29,188,83
Birmingham City,189661,Álvaro,28,1991-05-19,183,83
FC Nantes,189680,Fábio,28,1990-07-09,172,74
Bologna,189707,Da Costa,35,1983-11-12,186,81
AZ Alkmaar,189715,M. Vejinović,29,1990-02-03,186,76
Benevento,189723,S. Armenteros,29,1990-05-27,181,80
Sparta Praha,189923,C. Nhamoinesu,33,1986-01-06,184,81
SC Freiburg,189945,Y. Ravet,29,1989-09-12,178,79
Lecce,190084,P. Tachtsidis,28,1991-02-15,191,86
Vitória de Setúbal,190356,Guedes,32,1987-05-07,184,78
AIK,190424,E. Adu,28,1990-09-14,178,67
Cardiff City,190430,J. Bennett,29,1990-03-28,178,74
Toronto FC,190560,O. Gonzalez,30,1988-10-11,196,92
Al Ahli,190593,D. Aleksić,28,1991-04-30,182,75
FC Augsburg,190664,J. Schieber,30,1989-02-13,186,83
SC Freiburg,190671,M. Frantz,32,1986-10-14,182,82
Sporting Kansas City,190772,M. Besler,32,1987-02-11,183,77
FC Nordsjælland,190942,K. Hansen,30,1989-03-03,184,74
Al Hilal,191269,S. Al Faraj,29,1989-08-01,181,64
Gamba Osaka,191388,T. Usami,27,1992-05-06,178,69
Urawa Red Diamonds,191547,S. Koroki,32,1986-07-31,175,72
Cerezo Osaka,192026,Souza,31,1988-03-08,183,75
Hannover 96,192128,M. Albornoz,28,1990-11-30,180,80
Swansea City,192129,K. Nordfeldt,30,1989-06-23,190,85
FC Nantes,192205,R. Krhin,29,1990-05-21,189,81
FC St. Pauli,192321,C. Buchtmann,27,1992-04-25,175,72
Feyenoord,192362,L. Narsingh,28,1990-09-13,178,69
Stoke City,192540,M. Duffy,33,1985-10-07,175,72
FC Augsburg,192665,A. Luthe,32,1987-03-10,195,85
KV Kortrijk,192778,I. Mboyo,32,1987-04-27,186,82
San Jose Earthquakes,192904,G. Kashia,31,1987-07-04,186,87
Bologna,193077,D. Falcinelli,28,1991-06-26,186,75
1. FC Union Berlin,193254,C. Trimmel,32,1987-02-24,189,82
Toronto FC,193278,C. Mavinga,28,1991-05-26,185,78
1. FC Union Berlin,193420,M. Schmiedebach,30,1988-12-05,171,70
Os Belenenses,193495,André Santos,30,1989-03-02,178,70
Charlton Athletic,193550,B. Kayal,31,1988-05-02,178,74
Legia Warszawa,193632,A. Novikovas,28,1990-12-18,176,76
Dinamo Zagreb,193780,I. Hajrović,27,1991-08-04,177,72
Stoke City,193884,S. Clucas,28,1990-09-25,188,74
Lechia Gdańsk,194082,Flavio Paixão,34,1984-09-19,184,75
Málaga CF,194174,Keko,27,1991-12-27,172,68
Cardiff City,194964,N. Mendez-Laing,27,1992-04-15,180,75
Eintracht Frankfurt,197439,F. Wiedwald,29,1990-03-15,190,82
Dinamo Zagreb,198067,F. Moubandje,29,1990-06-21,180,74
Kayserispor,198076,A. Abdennour,29,1989-08-06,187,84
Hellas Verona,198136,A. Ragusa,29,1990-03-27,183,78
Fulham,198261,T. Ream,31,1987-10-05,187,80
Atlético Tucumán,198426,G. Castellani,31,1987-08-10,183,75
SK Slavia Praha,198429,S. Tecl,28,1990-09-01,181,82
RCD Mallorca,198451,Dani Rodríguez,31,1988-06-06,178,72
Albacete BP,198630,Álvaro Arroyo,30,1988-07-22,180,71
Empoli,198857,S. Romagnoli,29,1990-02-09,193,85
Ulsan Hyundai FC,199183,Kim Bo Kyung,29,1989-10-06,178,72
1. FSV Mainz 05,199266,Ji Dong Won,28,1991-05-28,188,82
VfL Bochum 1848,199288,A. Losilla,33,1986-03-10,185,80
Al Shabab,199412,Sebá,27,1992-06-08,179,73
Stade Brestois 29,199419,Y. Court,29,1990-01-14,172,70
Dijon FCO,199511,W. Lautoa,31,1987-08-25,182,87
Benevento,199776,L. Caldirola,28,1991-02-01,189,79
Minnesota United FC,199781,R. Métanire,29,1990-03-28,178,74
SC Freiburg,199897,N. Höfler,29,1990-03-09,181,79
Al Raed,199964,M. Pérez,28,1990-09-18,182,74
FC København,200108,N. Boilesen,27,1992-02-16,186,75
FCSB (Steaua),200271,Salomão,30,1988-09-14,175,69
Columbus Crew SC,200275,Y. Mokhtar,27,1991-08-29,177,75
Girona FC,200517,Carles Planas,28,1991-03-04,173,76
Stoke City,200521,T. Ince,27,1992-01-30,178,66
Sagan Tosu,200735,Isaac Cuenca,28,1991-04-27,178,67
RC Strasbourg Alsace,201041,L. Carole,28,1991-04-12,182,78
Jagiellonia Białystok,201129,T. Přikryl,26,1992-07-04,177,73
OGC Nice,201145,M. Le Bihan,29,1990-05-16,184,80
Pescara,201220,L. Memushaj,32,1986-12-17,174,70
Lech Poznań,201285,C. Gytkjær,29,1990-05-06,185,77
Odense Boldklub,201304,B. Kadrii,27,1991-07-09,177,71
